src,dest
OUA,BOY
DAT,TYN
ATL,BUF
LYS,SVQ
BIO,LPA
KRR,EGO
MDK,GMA
IOM,LPL
BRU,EMA
ARN,EVG
LHR,SAN
LIM,JFK
NCE,BSL
RDM,SEA
RIC,IAH
HRI,PEK
CGO,HGH
MZT,LAX
MOT,MSP
KGS,HAJ
LHW,CTU
ORD,SAV
ROC,BOS
EDI,BTS
PLQ,OSL
EWR,BON
TLC,GDL
FCO,MRS
MSP,MIA
OKA,NRT
JED,CAN
TSF,TSR
CKG,CSX
SAT,MEX
TUS,PHX
SNW,AKY
KHV,OHH
CLL,IAH
EBU,BIA
DLA,DKR
XIY,KMG
LTN,MAD
ATL,VPS
JNB,PER
VIE,RHO
CTU,TCZ
PHL,DUB
HGH,SZX
GYD,BUD
SCQ,ALC
CZL,HME
ICT,LAS
SGG,AGM
YHZ,CUN
BRU,MAN
CLT,CZM
ZTH,ATH
BBK,JNB
YYC,YKF
SSB,SPB
SKG,HHN
KMG,NKG
AMS,AUH
STC,AZA
KBP,MAD
LHE,RYK
MUC,CMN
SYX,TSN
GOT,AGP
AHO,LIN
PMI,ORK
SDF,JFK
NKM,KCZ
MAD,LIM
GYD,PEK
FCO,GOA
SUF,FCO
PER,ASP
HRB,DSN
YQT,YAG
EXT,ALC
MAA,BAH
RIX,HHN
CFK,MRS
LIG,AVN
DEN,YVR
NVT,POA
KMG,LNJ
MRS,TNR
URC,CKG
MHD,THR
KTM,TMI
MRS,CZL
YIW,CAN
FLN,AEP
CZM,CLT
AOI,FCO
CDG,SFA
FCO,BOS
CRL,OUD
PVG,RMQ
FAO,STN
KMG,JHG
IAH,CCS
PMI,MST
BKI,NRT
DAY,MCO
SHE,ICN
TFS,BRU
BBO,MGQ
CGA,KTN
PRG,LGW
DME,STW
BEL,ATM
CTG,ADZ
LAX,MEM
WUX,SZX
DEN,PSC
PIT,MDW
FBS,RCE
UPG,BUW
IOS,CGH
IST,OVB
VVI,PTY
SAW,SKP
YNS,YMT
PMI,MUC
MDW,CLE
LAS,MLI
LAX,VKO
DXB,KUF
BKK,CKG
LNK,DEN
LHR,TNG
CHS,PHL
YXY,YYC
DTW,CRW
ACE,SCQ
DEL,DHM
TLV,HEL
LIM,PCL
HKG,AMS
RAB,KVG
UIO,TUA
MYY,TGG
FWA,MYR
SCL,LSC
MEH,VDS
VOZ,EVN
BCN,LEI
ZAD,ZAG
DOK,DWC
STR,DUB
NYO,BZR
VIE,SKG
HKG,JFK
MRS,SAW
SCQ,LGW
MRS,DZA
DEN,MTJ
LYG,CAN
YKS,CYX
VTE,LXG
ZNZ,JRO
AGU,IAH
PHX,MEX
LYS,SXF
GND,YYZ
CAN,JDZ
KNH,KHH
YFS,YZF
FLL,CTG
TAE,PVG
MUC,RTM
MQM,ESB
LGA,YUL
AYT,EIN
BDL,MCO
LIS,LYS
LIS,ZRH
TKU,RIX
ORD,CPH
DFW,MCI
HEL,IVL
PER,DPS
BWI,MEM
RSW,HPN
MSP,SJC
KCH,JHB
SVG,EVE
TYN,DYG
LCG,SVQ
CMH,PHL
VLC,MAD
AGP,MUC
BHX,HAJ
HYD,CCU
LLA,GEV
JOI,GRU
CHS,HOU
JOG,SUB
DME,ALC
DME,KVD
ORD,ORF
REC,LIS
VGO,BIO
XIY,JGN
IAH,MIA
TRF,AHO
AAL,BLL
MEX,IAD
TLN,RTM
MUC,BVC
HGH,KOW
PLU,RAO
POP,DUS
CPH,SFJ
ETH,TLV
SPR,SQS
YUL,GVA
SAW,AYT
GAN,CMB
IST,DOK
FCO,ADD
TRI,PIE
DME,VRN
KMG,DAC
CVG,BOS
CSX,SHE
LGW,RIX
DCA,HOU
FSD,MSP
FCO,KBP
ARN,JKG
YQZ,YWL
ACC,OUA
AHB,DMM
ADA,VAN
TNG,ORY
PNH,BKK
TBS,DME
CID,DTW
MAN,CFU
BHK,LED
TAS,SHJ
IST,MQM
TAO,PVG
POM,CEB
PEK,ZRH
SIN,CKG
SCL,CCP
AHB,JED
RMT,PPT
CEB,MPH
TUL,LAS
RAI,CDG
MLI,SFB
OKJ,ICN
HKG,CNX
LUX,FAO
HDF,DUS
LPA,FNC
CLE,PBI
KRR,RMI
UBJ,HND
LGA,DTW
YXS,YXT
GIG,DXB
UBA,GRU
ARN,DXB
DXB,SYD
LBA,TFS
LTN,LCA
IAS,LTN
NAP,FRA
KUL,TPE
TIJ,QRO
PER,BME
SHJ,DEA
LAD,NOV
GRO,BDS
LAE,RAB
PPT,RGI
CMB,CDG
AUH,CDG
KUN,TPS
BGY,SKP
LOS,AMS
TFS,VDE
YLW,YXS
MSY,MKE
YIF,YHR
NGB,WEF
KBP,LCA
HFE,TSA
ZAD,MAN
PEK,YIC
NTE,BOD
JED,LKO
TAC,MNL
SYX,XIY
SPN,CAN
FRA,MRU
FLL,RDU
LOS,JFK
GIG,OPO
MLN,GRX
CPO,SCL
VIE,SVO
DKR,ALG
NNG,ZUH
VKO,VCE
TPS,BLQ
ORY,SAW
AAL,AMS
ARN,OSL
ORY,DZA
LAX,ORD
TLC,ACA
CWB,LDB
ESB,STR
VRN,FCO
SFO,YYJ
CSH,ARH
KWL,CAN
CPC,AEP
DUB,ORD
MSP,FCA
STL,DTW
MRS,TNG
BUD,ARN
MKE,EWR
MYR,YYZ
TLV,MAD
SEZ,PRI
JED,GVA
RTM,BUD
JQA,JAV
LYS,YUL
SNN,EWR
ORD,AMM
LPL,NAP
TXL,VNO
MJV,LTN
MFM,CTU
YPO,YAT
MEM,MCO
KRR,IST
PVG,SDJ
ALA,DYU
SFA,CDG
SNN,NCE
NKC,DKR
EDI,PSA
MKE,ATL
CKG,LHW
TIJ,HMO
HLA,DUR
NAS,SML
LAX,DFW
SFB,CHA
DXB,HBE
PHO,LUR
DFW,IAH
AUS,IAD
TSN,UYN
KBR,BKI
IAH,SJC
IAG,SFB
MSQ,HAJ
BSD,KMG
DLE,LIS
AGA,LPA
AAL,LGW
BUD,LHR
CDG,CMN
BWI,CHS
YCO,YZF
CMN,DKR
MAD,FUE
JAX,EWR
NTE,RAK
SVO,GYD
CAI,KWI
GRU,LIS
JHG,KMG
SAN,MCO
LGG,PMI
BWI,ORD
BHQ,MQL
GIG,IGU
BRS,LPA
BRI,NRN
KSY,SAW
BZE,RTB
YQQ,YBL
JAX,ATL
BCN,ORN
CCS,SCL
PVG,CNX
SSH,STN
SPD,RJH
CIA,CIY
NSK,SVX
PHE,MEL
BRU,BEG
SFO,OGG
MCO,SLC
LBP,MUR
YEG,PSP
PVG,SWA
BTH,PNK
SVQ,CRL
NAS,HAV
ADE,ASM
NNG,SGN
LAX,EUG
ORD,SAT
HEL,IST
EMA,RHO
YXY,YZF
PMI,NTE
BWI,DFW
MEX,VSA
AQI,JED
MDW,ZCL
ACC,LFW
HSV,CLT
CTU,CKG
MAN,MAH
YKA,YVR
BDL,ATL
POM,DAU
ORD,PNS
JGS,XIY
NAS,KIN
LFW,BKO
FLN,POA
LED,KJA
JFK,DUS
ICN,FUK
DFW,MOB
GRU,SDQ
PHL,CAE
MYY,MUR
SOF,PRG
BRU,MAH
XGR,YVP
LED,SCW
BKI,HGH
MGH,JNB
ANG,FSC
YUL,YHZ
GUM,ICN
BND,THR
NRT,KIX
CCU,KTM
OSL,EVE
CKG,TPE
JFK,NAS
RIX,BGO
BRI,GOA
CPH,VIE
ANU,TAB
KSC,VIE
JMK,LGW
LLW,LUN
KTN,KPB
ENU,ADD
PMO,BLQ
SGN,DOH
VOL,CRL
PAP,FLL
LHW,INC
TPA,DEN
MEX,LAS
AUA,BOS
HGH,MFM
THE,FOR
BJV,BRS
AMS,HUY
YNJ,TAO
MAN,CDG
BON,AMS
EWR,PIT
DEL,RPR
NCE,OTP
WUH,KWE
BSL,MAN
FLL,AXM
GDT,SLX
SYR,DCA
VIE,LWO
NBC,GYD
BRU,CDG
KJA,THX
DLA,NBO
VOZ,MUC
HAK,SHA
MAD,SJO
HAD,BMA
IST,CGN
YUL,YFC
BET,EEK
CMN,CUF
SIN,COK
REX,GDL
COK,SHJ
BHX,BTS
YVR,DEN
OME,TLA
DWC,KIV
DSN,TSN
MAH,LBA
BSB,AJU
CDG,BVC
THR,DEF
CLT,SMF
PBI,DTW
ATL,HOU
DME,BQS
WNZ,XIY
OMA,MSP
WRO,SNN
TET,VXC
IPA,TAH
BSL,LCY
OVB,NZH
TPE,FOC
MUC,KEF
VAN,IST
LIS,TER
KTW,TRF
BOG,UIB
AZR,BMW
RTM,RAK
VDZ,ANC
YYZ,SAN
ACY,BOS
CWL,JER
ADD,PEK
DBV,BRU
GDN,TRF
YHM,YYC
GCM,LCE
SVO,HAN
CCF,STN
WUX,MFM
MQL,BHQ
ATH,FCO
MLA,SAW
FLL,MYR
DOH,BGW
HAM,PMI
TRO,GFN
PEK,SZX
LIS,DME
LPB,AQP
SHA,TSA
DOY,CKG
KTM,VNS
BSB,MCZ
EXT,RNS
NTE,PMO
LGW,SXF
DME,HEL
YUL,NCE
STN,BRE
NCE,BHX
SHJ,TSE
BCN,SAW
KBL,ISB
CPH,ALC
TLV,LCA
CDG,KIX
RZE,DUB
DCA,PVD
LIM,PEM
HRB,YIW
BVA,BZR
MEM,EWR
IXE,DXB
CMN,SVO
VIE,SZG
IND,MCO
OPO,DUB
PMI,TLS
LFW,ACC
MHD,BUZ
WAA,KTS
MAS,RAB
BTJ,KUL
CLO,LIM
SDU,RAO
RNO,SEA
FNT,LAS
YTZ,IAD
TRF,BGO
PBI,MHH
YAC,YXL
SAT,MDW
KOJ,ITM
SCQ,MAD
GSP,MDW
MHD,BND
RSW,EYW
YYZ,BOS
PSA,GSE
KEJ,SVO
YCU,TYN
SBH,PTP
PHL,DAY
PQC,VCA
PMI,VIE
DXB,CMB
LAD,VHC
GND,SVD
ACI,GCI
GVA,ARN
SAN,EWR
BLQ,OTP
IST,NUE
HNL,LAX
GLF,SJO
THR,PGU
YNT,NKG
YXL,YHD
IST,MZH
AUS,LAS
JKG,HAD
AXA,STT
TXN,DLC
XMN,ICN
URC,CTU
CDG,OVD
AMA,IAH
BOS,PIT
BKK,CAI
GUA,IAH
DOH,MAD
EMA,IBZ
YNB,SHJ
LAD,FIH
PVD,SAN
SAN,ATL
KRT,SHJ
LCA,DOH
PHF,CLT
CAN,HKG
MEM,SLC
FMA,AEP
ZEM,YKQ
GIG,VCP
SHE,CJJ
BRS,EDI
DFW,LIR
HOU,DCA
ACC,KMS
MCX,DME
PNH,TPE
HYD,MAA
MOC,PLU
LOS,COO
ALA,KZN
PGU,THR
DAC,DXB
AZA,STC
FUE,FRA
FCO,BRU
PVG,DOY
FUE,BRE
MNL,SUG
PVG,SJW
HNL,SFO
CAG,CGN
KHH,HFE
HMO,MEX
YEG,SEA
VIE,BKK
JUB,KRT
IAH,BRO
KRY,URC
JYV,HEL
LKO,PAT
SAN,SLC
BHM,PHL
LCA,KBP
CNF,CGH
NGB,PEK
TBS,DNK
AWZ,SYZ
RYG,EDI
VIE,KSC
REP,HKG
MTY,SAT
DEN,YYC
SOF,ZRH
SQS,SPR
NKC,LPA
TRG,WLG
TOY,PVG
MSP,GFK
KER,ZAH
AGP,NCL
MXP,ATH
ISG,FUK
DAD,SIN
SKG,HAM
YYC,YLW
CGO,CKG
ANC,CDB
CXI,HNL
CGQ,NGB
ORY,SVQ
AMM,RUH
ICN,PVG
FCO,TAS
PBI,ELH
TPA,YYZ
ARN,OSD
TXL,FCO
BVA,BRI
NDR,MPL
MGF,POA
CGH,SJP
IBZ,BRE
CPH,LAX
OVB,KJA
YQR,ORD
PDX,SLC
HVB,BNE
SFO,CEC
GSE,BVA
SXF,PMI
STN,GSE
NGO,ISG
YYZ,ADD
PMI,ALC
PPB,CGH
FWA,PGD
GVA,STR
LGW,YUL
CCC,YHZ
STN,TSF
LTN,BTS
KEF,GOH
STN,BIO
LHE,IST
FRA,TRN
VIE,LED
IAD,PVD
BCN,TNG
BOM,IXJ
DXB,OVB
LYG,WUH
SZX,CGQ
LGW,PFO
BIA,CDG
RFD,LAS
BDU,OSL
ANX,BOO
RDZ,DUB
YVR,YYZ
DTW,MHT
SKT,RUH
PZO,CCS
CUN,YEG
ZKE,YAT
HAJ,PMI
FAT,LAX
ATL,PLS
DME,MAD
DEN,FMN
CPH,SFO
PSA,EIN
YYC,LGW
IAH,QRO
TIJ,MZT
IAH,JAN
HRO,MEM
KIJ,NGO
LRM,MXP
TBS,WAW
HJR,VNS
SZX,SHA
SKD,KZN
JFK,AUH
LAS,DEN
ZRH,PVG
AVP,CLT
LAX,BNA
ATW,SFB
SJW,SYX
CHS,DTW
VCE,BCN
DWC,CEK
DRW,KNX
EVV,DTW
CRL,TFS
HEL,LIS
SJJ,SAW
CJS,HMO
PLW,BPN
FRA,MSQ
BLL,AAL
FAT,SFO
YCY,YIO
ELQ,DOH
IST,NRT
KWE,YIH
BUF,BOS
CLT,DEN
KEF,BRU
ROC,CLE
SFO,LIH
MEX,VER
LAN,ATL
CRL,CLJ
EMA,LPA
DXB,TBZ
HOU,LGA
PTY,DFW
TSN,FUG
RAO,UDI
BOM,ADD
ALF,KKN
EUG,LAS
SIN,DRW
OLH,ADQ
TPA,CVG
PTY,BOG
PPQ,CHC
SYZ,MED
YNA,ZGS
CDG,KEF
CMH,DTW
LTN,RIX
ATH,ZTH
VNO,BCN
PHX,RDU
LGK,KCH
SOF,VAR
NBE,BHX
SYD,AUH
IST,DEL
ACE,EDI
HOU,IND
MAD,BRS
DFW,GRI
FAO,BRE
HTI,BNE
HKG,SHA
ACT,DFW
TFN,GMZ
KBP,RIX
ABJ,ORY
GSO,MIA
MSP,CID
ATL,PVD
BZV,OLL
HIJ,OKA
MEU,ORX
DOH,LCA
SDR,TFS
LOH,GYE
YUL,LIS
CCU,IMF
AEP,RGA
VPS,ATL
IND,SLC
LHR,RJK
LHW,NKG
TLS,CEG
DEN,DDC
BNE,NOU
STR,IBZ
YTY,SYX
ALC,ORK
MUC,CTA
DOH,MCT
SHA,LZH
IBZ,BIO
MEL,TSV
ROC,MSP
YTS,YYZ
DLY,IPA
YXJ,YEG
LPA,SVQ
ADD,CAI
INV,KOI
AGP,LGW
POZ,MUC
MAN,GOT
DFW,OGG
FOR,GIG
KWL,WUH
NRT,SDJ
IPL,SAN
IST,LTN
SHE,CGO
BRU,GOT
NKG,CSX
CAG,MXP
ALC,MST
BOM,IXU
LHR,YYC
JDZ,SHA
ESB,MLX
DFW,TUL
LGW,EFL
CPH,HEL
KWA,MAJ
PMI,LPL
LHR,GIG
WDH,HRE
GOH,JFR
GBE,MUB
YMT,YKQ
NGB,XMN
ORD,PIA
VCE,MAN
BSB,CGH
MIG,PEK
DLC,NRT
FAO,SNN
LHR,MSP
AMS,VCE
VRN,OTP
AMS,WAW
CAB,LAD
JJU,QJH
AMD,DEL
KIX,GUM
TYN,FOC
MCO,MDT
FUG,HGH
KBV,USM
KMG,BHY
GIL,ISB
COK,DMM
JED,BEN
BEY,IST
PVG,CGQ
DEL,ZRH
SVQ,BOD
BWT,MEL
CEK,OSS
GRU,FCO
SHA,SWA
AZD,MHD
NEV,ANU
PMI,SNN
CRL,FSC
ZAD,DUB
HAM,FAO
PEK,MFM
PYY,CNX
TYS,DCA
SHA,TSN
IST,FDH
CLT,TTN
DOM,SJU
VCE,LCY
WIL,MRE
BVA,ALC
ABQ,PHX
LLI,ADD
DME,LCA
CBB,TDD
ZKE,YFA
FOC,BKK
ORD,JAX
SZX,NAO
AMS,PDL
ADQ,KKB
AAR,STN
JFK,TPA
TSN,HET
BHH,DMM
DCA,STL
DGO,LAX
POR,ARN
YMM,YPY
DJB,BTH
ORD,MCO
TUN,OUA
IPN,GRU
KIJ,CTS
LAS,YYZ
CFU,BLL
HEL,VNO
MIR,LYS
BKI,SDK
MAA,SHJ
BIO,MXP
BHH,JED
TXN,PEK
PVK,DUS
BOD,VCE
KSU,OSL
YKA,YYC
CAN,DAX
MHD,XBJ
LJG,CAN
RSW,DUS
CMB,DXB
KWE,KHN
HUX,MEX
FRA,BUD
TYS,PGD
AHO,BLL
CMH,STL
SHA,HIA
TRS,TPS
SVQ,RAK
ICN,IAD
BLQ,ACE
JED,ABT
TMT,STM
PEK,CDG
CLT,YYZ
TLS,FCO
AZA,RFD
TUN,DOH
CTA,CPH
RMQ,FOC
NYM,TJM
LYC,ARN
LPA,SXF
OSL,HAM
FRA,PEK
ORD,SGF
EGC,STN
YUS,XNN
FLL,BWI
KUL,HGH
LST,BWT
OHH,UUS
DMK,KHN
MHD,MZR
MGA,PTY
PHL,ELM
KWE,CAN
MIA,BEL
ICN,FSZ
FAR,SFB
CWB,XAP
VFA,JNB
HAN,ICN
NOC,BRS
SFB,GRR
VCP,CCM
YNB,DMM
MAD,GVA
URC,INC
KAZ,MDC
CUN,MXP
MDW,MHT
SVO,GOJ
SWJ,NUS
LIS,VCE
PMI,HEL
CAN,XUZ
TXL,AGP
LED,FEG
CGN,BUD
BET,GNU
LIS,WAW
MSY,AUS
SKN,SVJ
CMN,GLN
DWC,DME
SJP,GRU
DAR,CAI
NDJ,NSI
PNS,HOU
YNB,JED
CAN,YNZ
CRD,AEP
CAN,BAV
PYJ,YKS
KRT,JED
CVG,MSP
SHJ,IKA
TSA,TTT
PTJ,MEB
NBO,AMS
MUC,TRS
MHT,TPA
CEB,DGT
FPO,BWI
DAU,POM
AMS,ORK
NNG,KWL
TPE,KHN
DUB,OPO
EGS,RKV
XIY,TXN
ATQ,BOM
LAP,GDL
CMB,GIU
CAJ,PZO
SVU,NAN
DUB,OSL
PIE,PIA
DCA,BTV
STR,HER
CFU,AMS
TCZ,CTU
CPH,MAD
OXB,DKR
PUY,ARN
EWR,GSO
MNL,DVO
RAS,MED
KRT,DWC
JNB,CPT
MXP,TLV
TLH,MCO
FRA,SGN
SAN,PDX
TLV,RIX
COS,IAD
KUL,MRU
SEN,FAO
IKA,MCT
CRL,TSF
LAS,CVG
TFS,BLQ
SVO,ATH
LIS,PDL
DEN,IAD
GDL,LAP
WLG,MEL
BRE,TLS
TAS,ICN
LIL,DJE
MSY,JFK
MJT,RHO
LAS,IDA
AGP,HEL
XRY,MAD
GRX,PMI
YYZ,BRU
SKX,LED
KMI,TPE
PVH,BSB
NAT,REC
LED,AYT
DOH,KRT
RGL,USH
PNZ,CNF
LIM,TGI
VCP,IOS
HYD,IXM
PIK,REU
VLC,SVQ
BSL,DUB
ZHA,CKG
SZB,PEN
DFW,RAP
MCO,PSE
YPJ,YKG
BMV,DAD
ANM,WMN
LTN,SXF
FCO,BRS
SAN,LHR
BLR,KUL
TPA,LGA
BRE,VIE
CRL,TGD
LIL,AJA
NGO,PUS
IAD,STL
ALF,HFT
ORN,ORY
PUJ,LYS
NSN,AKL
PUJ,ZRH
VCE,VKO
HKG,KHV
SSG,ABV
BKO,LIS
CDG,CTA
KUZ,AGM
RSW,DEN
BRS,DLM
GTF,LAS
LAS,TPA
SFB,KEF
AMM,GVA
PAP,JFK
WUH,LYG
JTR,CGN
LLI,AXU
BWI,DAY
VTE,NNG
ONJ,HND
MAD,TXL
PIA,DTW
FUK,KMI
OTP,ATH
KUL,BKI
CLE,ROC
NCE,SOU
KIX,DXB
CDG,SCL
MRS,LIL
GLA,YYC
BLQ,PMO
JJN,YIW
LCY,DUS
WUH,HET
FLS,LST
SLA,MDZ
IDA,AZA
YCU,SZX
MAN,DXB
FLR,CTA
SUG,MNL
SAW,BSL
SHA,SJW
LGQ,UIO
TRC,IAH
KUF,PRG
ZTH,LGW
AGP,CWL
MIA,SJU
RHO,LBA
HBE,IST
PDL,FLW
SCO,KZO
CKG,HGH
FAE,CPH
SFO,HKG
THR,XBJ
PHL,CAK
BOG,AUC
CGO,CTU
ATL,FWA
ADD,HKG
PIE,SGF
NKG,LHW
HYD,BOM
INN,AMS
MKE,MCI
TRV,SIN
VNO,VKO
PNQ,SHJ
LPB,RBQ
HND,KMJ
PIT,MEM
UFA,NSK
ZUH,LZH
SUF,NRN
WMI,BCN
VIE,DLM
ANC,LAX
IMF,IXA
KIH,DXB
CZL,LYS
TPA,ALB
MAB,AUX
AZN,DME
XIY,WNZ
MJT,SKG
SSG,BSG
DUB,WMI
SVO,EVN
BOM,BRU
MCT,KHI
PNP,GUR
HRK,WAW
YGP,YGR
KWI,ADD
OOL,NTL
DYU,GOJ
SFO,MLM
AMQ,UPG
MLE,SIN
OPO,EBU
KJA,TOF
BRE,TFS
DLC,HGH
LST,MEL
PMI,MAD
LED,VOG
PAH,ORD
CAI,ADD
TXN,XMN
LPL,WAW
YQX,YHZ
YYC,VRA
LYI,SZX
IAD,BTV
JNB,MTS
OTH,SFO
BTK,IKT
LPD,LET
DBV,GVA
CGN,RAK
MDW,ABQ
ADA,TZX
CMB,DAC
MAB,BSB
VKO,FRA
AUH,DAC
TSA,TSN
HAK,KWE
SHA,JNG
NCL,FAO
REC,GRU
SYD,WLG
TSF,EIN
CGK,MLG
NCL,BFS
DUB,IBZ
ORD,SLC
VCP,REC
OMS,DWC
ICN,LAS
FAY,DCA
MIG,XNN
CLD,LAX
NAO,XIY
YLW,YYJ
AMM,TXL
BUD,MSQ
BLR,VGA
JED,JNB
PAT,DEL
LIS,STN
SZG,HRG
PMI,DRS
MAO,PMV
HEL,KEF
MPL,FEZ
BOI,MSP
HKG,CEB
AMS,CFE
AKU,CTU
OSL,SOG
AKP,FAI
MCI,DEN
BHM,DTW
MEX,MFE
ELF,KRT
SYD,BHQ
CKY,NKC
NKG,TPE
KEF,BRS
HNL,KOA
SZX,MIG
PHL,PBI
DYU,MRV
XBE,YAX
CTU,KWL
CAG,BGY
OTD,SIC
ZUH,SWA
BTH,TKG
MFR,DEN
KGE,MUA
KLX,AMS
OAG,SYD
CHQ,DUS
SHE,TNA
BIL,MSP
SLC,PHX
CDG,DLA
RNS,SOU
SFB,BIS
AGP,MAD
EYK,NYA
NDB,LPA
ZAG,BRU
FLW,HOR
ISB,HEA
LAS,LRD
LTN,PFO
MSP,GEG
XIY,JZH
DPS,HND
PRG,RIX
WMI,EMA
YWK,YBC
JOG,BDO
HNL,ICN
OVB,FEG
EUN,AGA
MJV,MAN
SGN,CAN
NGB,HKG
LHR,MAA
EIN,MLA
BES,MRS
CMB,FRA
AUH,FRA
CUN,MDW
RHO,LUX
VCE,CDG
KYZ,IKT
BOG,SVI
DCM,ORY
HEL,FCO
MHT,LGA
WAE,JED
OSL,SSJ
SKZ,KHI
IDR,BLR
LGW,BGO
COS,LAS
EWR,SAN
ZRH,EBA
IKE,SAE
YYZ,CLE
WMI,CHQ
DEN,LAS
BTK,VKO
ALG,EBH
BRS,MXP
LJG,KMG
ATL,BTV
MAD,EWR
LAX,SYD
CTU,INC
FRA,CAI
DBV,TXL
APW,HNL
IAH,VPS
BBK,MUB
GOI,DEL
YHK,YZF
TNA,ICN
DRS,TFS
CGK,PLW
SFB,BGR
RSW,YYZ
MAD,NCE
POS,CUR
PMO,FCO
YYR,YSO
NAN,LBS
MAD,ATL
JDO,REC
GEA,ILP
BAQ,MDE
PUF,MRS
SDR,MAD
VNO,CDG
PDX,SNA
VIE,ARN
CAE,DCA
SVO,UFA
NKM,KMJ
XMN,CIH
MXP,MIA
LPL,ORK
NAS,IAH
GDL,TGZ
PIT,ORD
BJX,CUN
MUC,PMI
KWE,KMG
KMG,CGD
NCE,ALG
AMS,NTE
TMS,LAD
EWR,BOS
TLV,SXF
JAX,IAH
DXB,DEL
BCN,BVA
TBS,VIE
VIE,MXP
LEJ,FNC
SAT,BWI
BKK,OSL
LGA,FLL
YDP,YNP
SLU,DOM
NRN,CAG
BLI,PDX
JNU,GST
MRU,ORY
EWR,BFS
SJO,PMZ
STW,DME
AKY,SNW
BKK,KUL
ARN,OUL
SGN,MEL
RAK,PSA
PIT,DFW
LIM,TCQ
LDH,BNE
LED,LLK
MEX,CLQ
HOG,CUN
MXP,BRI
KIM,JNB
IBZ,HAJ
DMK,KMG
MAA,JED
MEM,MCI
PEK,HYN
BOS,BHB
KBP,GYD
AIA,CDR
NBO,MPM
TBS,EBL
DUB,LPA
UFA,SVO
TFF,SJL
AUX,PMW
YWH,LKE
FRA,DFW
PDX,MDW
CPH,HAJ
NAN,HKG
MDZ,NQN
FRA,BOG
GYD,SVO
SFO,CPH
CTS,NGO
CWL,AMS
TOY,HND
GRO,HHN
AZA,FAR
KJA,TAS
IST,NIM
LKO,BLR
YZP,YVR
EDI,ATH
VIE,NRT
HAM,BRU
ALC,TFS
INC,CGO
CIA,BVA
SAN,MCI
KHN,HAK
TAI,SAH
ROV,TLV
FCO,TXL
RTM,RHO
ELQ,RUH
TYN,KHN
STL,FLL
ICN,HND
TPE,KMG
OIT,NGO
AYT,PRG
VLN,BLA
LWO,TLV
BOD,NTE
MTY,ATL
BEG,OTP
SFO,ORF
ARN,MMX
NNG,KUL
BOS,SAN
BVA,MAD
CKD,RDV
KHH,KIX
PAP,PTP
LDE,STN
NUE,AMS
RSW,CVG
LUX,GVA
MKE,SEA
BIQ,GVA
CAN,TVS
PVG,MIG
TMP,ARN
FRA,TUN
BGI,FDF
TXL,PMI
DME,RIX
VIE,STR
ITM,HND
LAS,ALB
DTM,GRO
PUJ,DME
BOM,CCU
SDQ,SCU
ABE,PIE
MCO,SEA
MCI,YYZ
LWO,MUC
MAN,FRA
SYO,HND
ARN,VAA
OPS,CGB
OKC,IAD
SCQ,SVQ
FNA,BJL
YOW,YEG
LEI,AMS
DLH,ORD
ISB,AUH
SZX,KWE
SVO,TLV
DFW,OAK
YYT,YYR
IST,ZRH
CGK,PEK
UYU,LPB
YYJ,YEG
HKG,YVR
KVA,STR
TFS,LEJ
MNL,PPS
HAU,OSL
JUL,CUZ
CME,IAH
SIN,KUL
PVG,ADD
SOF,WAW
GVA,MSQ
PHX,BWI
ALA,KSN
BUF,CLE
BET,OOK
PPT,RAR
VPY,MPM
SVO,MUC
DEN,MKE
MYU,BET
ATH,JTY
DOM,PTP
LJG,WUH
PFO,ATH
KHV,HTA
AMS,TLS
FLL,SWF
LGW,ATH
GRU,VDC
LLF,SZX
GNV,MIA
BCN,LIL
SIP,SVO
LHE,BHV
KMG,XIC
ASV,WIL
BRE,TSF
PDX,OKC
PHX,DCA
KUN,BHX
HKT,CGK
VTE,HAN
DYU,UFA
TLV,YUL
OVD,SVQ
YUL,IAH
DAT,NAY
LIM,JAU
TPA,BDL
MUX,ISB
BLZ,JNB
AMS,VIE
HRE,NBO
SLC,CUN
PSA,MLA
WMI,CIA
MDZ,SLA
SVO,ODS
CGK,SGN
KWE,WUH
HKG,KWE
LED,LHR
SGF,ORD
EWR,GSP
PMI,HAJ
GHA,TMR
COO,NBO
CKG,DLC
JFK,VCE
URS,VKO
LHR,LUX
JFK,WAW
SBH,STT
IAR,LED
TRS,FCO
DLC,CIF
LZO,NNG
LVI,JNB
LUX,TXL
DTW,MSY
FCO,IST
BUF,MSP
UUD,YKS
VLC,BVA
ITH,EWR
BNA,DCA
MLU,ATL
FCO,BLQ
NCE,CPH
SXF,BRU
CGD,SZX
CND,IST
CGO,INC
DMK,WUH
PNK,KCH
SJU,STI
MLX,SAW
RIX,BLL
ASP,CNS
MCT,BLR
SJU,SDQ
MAN,HER
HOV,SOG
SAW,OTP
TNR,ORY
RGL,AEP
SAW,KRR
ELS,PLZ
BSL,OPO
TIV,LED
KOV,ALA
WAW,ATH
XBE,MSA
KUL,CGK
BRU,HER
ACE,STR
CMN,ARN
RUH,HKG
INU,TRW
KHV,JMU
FDH,EBA
MDE,CCS
ABV,SKO
ATL,IAD
YEG,YQR
TAO,DQA
BJX,MTY
TNN,HKG
YMO,YKQ
CBR,OOL
TAO,RMQ
PHX,LGB
PEN,SZB
DTW,IAH
SAT,MEM
CAN,CSX
BLQ,KRK
